original_address,clean_address,latitude,longitude
"3500 Creekview Dr, Bonita Springs, FL 34134","3500 Creekview Dr, Bonita Springs, FL 34134",26.3639289,-81.8163657
"26427 Hickory Blvd, Bonita Springs, FL 34134","26427 Hickory Blvd, Bonita Springs, FL 34134",26.3531577,-81.8553308
"4142 Bay Beach Ln # 303, Fort Myers Beach, FL 33931","4142 Bay Beach Ln # 303, Fort Myers Beach, FL 33931",26.408596495898,-81.887198472243
"984 Glen Lake Cir, Naples, FL 34119","984 Glen Lake Cir, Naples, FL 34119",26.240736271447,-81.72624443274
"9494 Caymas Way, Naples, FL 34114","9494 Caymas Way, Naples, FL 34114",,
"2917 Poplar St, Naples, FL 34112","2917 Poplar St, Naples, FL 34112",26.1260117,-81.7735234
"15254 Burnaby Dr, Naples, FL 34110","15254 Burnaby Dr, Naples, FL 34110",26.309080569768,-81.813358926342
"9436 Livorno Ct, Naples, FL 34119","9436 Livorno Ct, Naples, FL 34119",26.295772490053,-81.69345810956
"2115 Imperial Golf Course Blvd, Naples, FL 34110","2115 Imperial Golf Course Blvd, Naples, FL 34110",26.287774836088,-81.773495862046
"13905 Luna Dr, Naples, FL 34109","13905 Luna Dr, Naples, FL 34109",26.228266841235,-81.756459793481
"5752 Bur Oaks Ln, Naples, FL 34119","5752 Bur Oaks Ln, Naples, FL 34119",26.249985013057,-81.722746293048
"3023 Mona Lisa Blvd, Naples, FL 34119","3023 Mona Lisa Blvd, Naples, FL 34119",26.281017164278,-81.717969188062
"2743 Olde Cypress Dr, Naples, FL 34119","2743 Olde Cypress Dr, Naples, FL 34119",26.280570044888,-81.714283977569
"9399 Slate Ct, Naples, FL 34120","9399 Slate Ct, Naples, FL 34120",26.289964128113,-81.68260300805
"291 Heron Ave, Naples, FL 34108","291 Heron Ave, Naples, FL 34108",26.270099130899,-81.820618218649
"4524 Seagrove Landing Way, Estero, FL 34134","4524 Seagrove Landing Way, Estero, FL 34134",,
"10232 Idle Pine Ln, Estero, FL 34135","10232 Idle Pine Ln, Estero, FL 34135",26.402162362444,-81.788175152015
"9435 Night Heron Ln, Naples, FL 34120","9435 Night Heron Ln, Naples, FL 34120",26.253148402677,-81.65539895962
"285 Grande Way # 705, Naples, FL 34110","285 Grande Way # 705, Naples, FL 34110",26.276669620914,-81.819845063177
"22 Palmview Blvd, Fort Myers Beach, FL 33931","22 Palmview Blvd, Fort Myers Beach, FL 33931",26.4219787,-81.8985822
"12857 Coco Plum Ln, Naples, FL 34119","12857 Coco Plum Ln, Naples, FL 34119",26.28981715589,-81.727663016319
"15655 Villoresi Way, Naples, FL 34110","15655 Villoresi Way, Naples, FL 34110",26.30862441397,-81.766920267957
"4230 Racoon Bay Dr, Bonita Springs, FL 34134","4230 Racoon Bay Dr, Bonita Springs, FL 34134",26.3359712,-81.8224114
"15460 Turin Dr, Naples, FL 34114","15460 Turin Dr, Naples, FL 34114",,
"1301 3rd Ave S # 7301, Naples, FL 34102","1301 3rd Ave South # 7301, Naples, FL 34102",26.144246292907,-81.794024623049
"285 Grande Way # 406, Naples, FL 34110","285 Grande Way # 406, Naples, FL 34110",26.276669620914,-81.819845063177
"24560 Woodsage Dr, Bonita Springs, FL 34134","24560 Woodsage Dr, Bonita Springs, FL 34134",26.3829379,-81.814341
"19730 Panther Island Blvd, Estero, FL 33928","19730 Panther Island Blvd, Estero, FL 33928",,
"1301 3rd Ave S # 7205, Naples, FL 34102","1301 3rd Ave South # 7205, Naples, FL 34102",26.144246292907,-81.794024623049
"1588 Vizcaya Ln, Naples, FL 34113","1588 Vizcaya Ln, Naples, FL 34113",26.05354120082,-81.720788114759
"757 29th St Nw, Naples, FL 34120","757 29th St Nw, Naples, FL 34120",26.241065155526,-81.665392040351
"1525 Osprey Ave, Naples, FL 34102","1525 Osprey Ave, Naples, FL 34102",26.1365075,-81.7851528
"2626 Finchley Ln, Naples, FL 34105","2626 Finchley Ln, Naples, FL 34105",26.206885976608,-81.761914859188
"6445 Costa Cir, Naples, FL 34113","6445 Costa Cir, Naples, FL 34113",26.100699466304,-81.713509641817
"13872 Luna Dr, Naples, FL 34109","13872 Luna Dr, Naples, FL 34109",26.22875252894,-81.757479084808
"1925 Metropolitan Blvd # 701, Naples, FL 34104","1925 Metropolitan Blvd # 701, Naples, FL 34104",,
"1925 Metropolitan Blvd # 501, Naples, FL 34112","1925 Metropolitan Blvd # 501, Naples, FL 34112",,
"517 100th Ave N, Naples, FL 34108","517 100th Ave North, Naples, FL 34108",26.262554,-81.8166275
"774 105th Ave N, Naples, FL 34108","774 105th Ave North, Naples, FL 34108",26.266862,-81.8063918
"435 Dockside Dr # B703, Naples, FL 34110","435 Dockside Dr # B703, Naples, FL 34110",26.292465123955,-81.819830066747
"275 Indies Way # 1002, Naples, FL 34110","275 Indies Way # 1002, Naples, FL 34110",26.277287444435,-81.818593922763
"123 Barefoot Cir # 15, Bonita Springs, FL 34134","123 Barefoot Cir # 15, Bonita Springs, FL 34134",26.329759620492,-81.84385219077
"3906 Aloha Ln, Bonita Springs, FL 34134","3906 Aloha Ln, Bonita Springs, FL 34134",26.3368514,-81.8189064
"245 2nd St, Bonita Springs, FL 34134","245 2nd St, Bonita Springs, FL 34134",26.3683237,-81.7528843
"980 Cape Marco Dr # 1601, Marco Island, FL 34145","980 Cape Marco Dr # 1601, Marco Island, FL 34145",25.910242958337,-81.727464903251
"18276 Deep Passage Ln, Fort Myers Beach, FL 33931","18276 Deep Passage Ln, Fort Myers Beach, FL 33931",26.47629480682,-81.954751226475
"275 Indies Way # 605, Naples, FL 34110","275 Indies Way # 605, Naples, FL 34110",26.277287444435,-81.818593922763
"7395 Stonegate Dr, Naples, FL 34109","7395 Stonegate Dr, Naples, FL 34109",26.234533523583,-81.784318563158
"5242 Kensington High St, Naples, FL 34105","5242 Kensington High St, Naples, FL 34105",26.21052435967,-81.763836413013
"542 92nd Ave N, Naples, FL 34108","542 92nd Ave North, Naples, FL 34108",26.255196932243,-81.81542625214
"27773 Forester Dr, Bonita Springs, FL 34134","27773 Forester Dr, Bonita Springs, FL 34134",26.3334955,-81.8447214
"9057 Terranova Dr, Naples, FL 34109","9057 Terranova Dr, Naples, FL 34109",26.248096244398,-81.775511927838
"275 Indies Way # 1001, Naples, FL 34110","275 Indies Way # 1001, Naples, FL 34110",26.277287444435,-81.818593922763
"233 Monterey Dr, Naples, FL 34119","233 Monterey Dr, Naples, FL 34119",26.223735594151,-81.728758297474
"28569 Via D Arezzo Dr, Bonita Springs, FL 34135","28569 Via D Arezzo Dr, Bonita Springs, FL 34135",26.3200771,-81.7574237
"3779 Bayshore Drive, Naples, FL 34112","3779 Bayshore Drive, Naples, FL 34112",26.1169274,-81.7703306
"3771 Bayshore Drive, Naples, FL 34112","3771 Bayshore Drive, Naples, FL 34112",26.1169287,-81.7703306
"72 N Barfield Dr, Marco Island, FL 34145","72 North Barfield Dr, Marco Island, FL 34145",25.937609,-81.6996392
"1320 3rd Ave S # 6303, Naples, FL 34102","1320 3rd Ave South # 6303, Naples, FL 34102",,
"3092 Terramar Dr, Naples, FL 34119","3092 Terramar Dr, Naples, FL 34119",26.286032957478,-81.720102327526
"1925 Metropolitan Blvd # 601, Naples, FL 34104","1925 Metropolitan Blvd # 601, Naples, FL 34104",,
"275 Indies Way # 805, Naples, FL 34110","275 Indies Way # 805, Naples, FL 34110",26.277287444435,-81.818593922763
"933 11th St Sw, Naples, FL 34117","933 11th St Sw, Naples, FL 34117",26.21527033951,-81.628776289514
"735 High Pines Dr, Naples, FL 34103","735 High Pines Dr, Naples, FL 34103",26.2084519,-81.8035618
"5150 Sand Dollar Ln, Naples, FL 34103","5150 Sand Dollar Ln, Naples, FL 34103",26.2092018,-81.8088168
"24231 Rodas Dr, Bonita Springs, FL 34135","24231 Rodas Dr, Bonita Springs, FL 34135",26.3876127,-81.7998773
"15470 Turin Dr, Naples, FL 34114","15470 Turin Dr, Naples, FL 34114",,
"7398 Monteverde Way, Naples, FL 34119","7398 Monteverde Way, Naples, FL 34119",26.27915277006,-81.715243578486
"2815 Wild Orchid Ct, Naples, FL 34119","2815 Wild Orchid Ct, Naples, FL 34119",26.279051137289,-81.712648857315
"1925 Metropolitan Blvd # 802, Naples, FL 34112","1925 Metropolitan Blvd # 802, Naples, FL 34112",,
"1035 3rd Ave S # 319, Naples, FL 34102","1035 3rd Ave South # 319, Naples, FL 34102",26.144170237436,-81.79470359989
"588 Tierra Mar Ln # 23, Naples, FL 34108","588 Tierra Mar Ln # 23, Naples, FL 34108",26.21505545699,-81.807846649657
"9027 Graphite Cir, Naples, FL 34120","9027 Graphite Cir, Naples, FL 34120",26.28855258706,-81.673909380659
"102 Clubhouse Dr # 377, Naples, FL 34105","102 Clubhouse Dr # 377, Naples, FL 34105",26.176951936463,-81.784342014174
"4200 Sanctuary Way, Bonita Springs, FL 34134","4200 Sanctuary Way, Bonita Springs, FL 34134",26.345247,-81.824547
"10200 Idle Pine Ln, Estero, FL 34135","10200 Idle Pine Ln, Estero, FL 34135",26.401610450614,-81.787434762148
"120 Albatross St, Fort Myers Beach, FL 33931","120 Albatross St, Fort Myers Beach, FL 33931",26.4198109,-81.9023189
"11601 Isle Of Palms Dr, Fort Myers Beach, FL 33931","11601 Isle Of Palms Dr, Fort Myers Beach, FL 33931",26.480372133894,-81.944690190196
"1388 Everglades Blvd N, Naples, FL 34120","1388 Everglades Blvd North, Naples, FL 34120",26.255910780449,-81.544830331359
"8862 Shenendoah Cir, Naples, FL 34113","8862 Shenendoah Cir, Naples, FL 34113",26.081042280078,-81.712013199044
"5340 Tamarind Ridge Dr, Naples, FL 34119","5340 Tamarind Ridge Dr, Naples, FL 34119",26.217395963398,-81.714734120966
"14111 Calaveras Ct, Estero, FL 33928","14111 Calaveras Ct, Estero, FL 33928",,
"10760 Wintercress Dr, Estero, FL 34135","10760 Wintercress Dr, Estero, FL 34135",26.415121484178,-81.775952630435
"201 Randy Ln, Fort Myers Beach, FL 33931","201 Randy Ln, Fort Myers Beach, FL 33931",26.434914,-81.916424
"750 Southern Pines Dr, Naples, FL 34103","750 Southern Pines Dr, Naples, FL 34103",26.2073714,-81.8033548
"4817 Keswick Way, Naples, FL 34105","4817 Keswick Way, Naples, FL 34105",26.197573375368,-81.757452749173
"425 Dockside Dr # 405, Naples, FL 34110","425 Dockside Dr # 405, Naples, FL 34110",26.292428447944,-81.819431215244
"11242 Daphne Ct, Naples, FL 34120","11242 Daphne Ct, Naples, FL 34120",,
"1070 S Collier Blvd # 203, Marco Island, FL 34145","1070 South Collier Blvd # 203, Marco Island, FL 34145",25.910162437623,-81.721065819197
"2061 Santa Barbara Blvd, Naples, FL 34116","2061 Santa Barbara Blvd, Naples, FL 34116",26.19138290888,-81.719252480599
"219 33rd Ave Nw, Naples, FL 34120","219 33rd Ave Nw, Naples, FL 34120",26.293753878291,-81.61094970606
"9561 Everglades Dr, Naples, FL 34120","9561 Everglades Dr, Naples, FL 34120",,
"404 Panay Ave, Naples, FL 34113","404 Panay Ave, Naples, FL 34113",25.987514530613,-81.720566904235
"8791 Calypso Ct, Naples, FL 34112","8791 Calypso Ct, Naples, FL 34112",,
"8910 Shenendoah Cir, Naples, FL 34113","8910 Shenendoah Cir, Naples, FL 34113",26.081977298104,-81.710193052784
"1030 3rd Ave S # 201, Naples, FL 34102","1030 3rd Ave South # 201, Naples, FL 34102",26.150819278757,-81.794285988098
"4584 W Alhambra Cir, Naples, FL 34103","4584 West Alhambra Cir, Naples, FL 34103",26.2026466,-81.7989477
"4641 Azalea Dr, Naples, FL 34119","4641 Azalea Dr, Naples, FL 34119",26.314531199136,-81.714401975424
"3321 3rd Ave Nw, Naples, FL 34120","3321 3rd Ave Nw, Naples, FL 34120",26.234588213429,-81.673822496246
"4677 Lighthouse Ln, Naples, FL 34112","4677 Lighthouse Ln, Naples, FL 34112",26.1100896,-81.7780522
"940 Sea Oats Ct, Marco Island, FL 34145","940 Sea Oats Ct, Marco Island, FL 34145",25.9629107,-81.743151
"201 S Heathwood Dr, Marco Island, FL 34145","201 South Heathwood Dr, Marco Island, FL 34145",25.933165185149,-81.714852856351
"276 Albatross St, Fort Myers Beach, FL 33931","276 Albatross St, Fort Myers Beach, FL 33931",26.4222667,-81.899089
"375 Sea Grove Ln # 102, Naples, FL 34110","375 Sea Grove Ln # 102, Naples, FL 34110",26.273398988908,-81.818182147416
"275 Indies Way # 706, Naples, FL 34110","275 Indies Way # 706, Naples, FL 34110",26.277287444435,-81.818593922763
"4644 Azalea Dr, Naples, FL 34119","4644 Azalea Dr, Naples, FL 34119",26.314401799551,-81.714589937165
"1115 Central Ave # 555, Naples, FL 34102","1115 Central Ave # 555, Naples, FL 34102",26.147733410108,-81.792844308628
"896 Barcarmil Way, Naples, FL 34110","896 Barcarmil Way, Naples, FL 34110",26.279037050211,-81.797976685092
"455 Cove Tower Dr # 1704, Naples, FL 34110","455 Cove Tower Dr # 1704, Naples, FL 34110",26.291122891921,-81.812946991022
"3311 Fanny Bay Ln, Naples, FL 34114","3311 Fanny Bay Ln, Naples, FL 34114",26.027190167381,-81.662901793575
"1934 Jung Blvd E, Naples, FL 34120","1934 Jung Blvd East, Naples, FL 34120",26.261259800905,-81.568386212754
"9556 Curlew Dr, Naples, FL 34120","9556 Curlew Dr, Naples, FL 34120",,
"13 Pelican St W, Naples, FL 34113","13 Pelican St West, Naples, FL 34113",25.977115805537,-81.732066456897
"1080 13th St N, Naples, FL 34102","1080 13th St North, Naples, FL 34102",26.1617725,-81.7919708
"6528 Costa Cir, Naples, FL 34113","6528 Costa Cir, Naples, FL 34113",26.103040098511,-81.711790534305
"13768 Luna Dr, Naples, FL 34109","13768 Luna Dr, Naples, FL 34109",26.226738737883,-81.75904354457
"6764 Del Mar Ter, Naples, FL 34105","6764 Del Mar Ter, Naples, FL 34105",26.19438236362,-81.745889500046
"7709 Santa Margherita Way, Naples, FL 34109","7709 Santa Margherita Way, Naples, FL 34109",26.238767459323,-81.779724302994
"775 92nd Ave N, Naples, FL 34108","775 92nd Ave North, Naples, FL 34108",26.255284523409,-81.806073569454
"1135 3rd Ave S # 206, Naples, FL 34102","1135 3rd Ave South # 206, Naples, FL 34102",26.144198657119,-81.794447822702
"5000 West Blvd, Naples, FL 34103","5000 West Blvd, Naples, FL 34103",26.207571,-81.803986
"4605 Azalea Dr, Naples, FL 34119","4605 Azalea Dr, Naples, FL 34119",26.316105063955,-81.714306915694
"12749 Dundee Ln, Naples, FL 34120","12749 Dundee Ln, Naples, FL 34120",26.303641406613,-81.638260077964
"9774 Bay Meadow, Estero, FL 34135","9774 Bay Meadow, Estero, FL 34135",26.402298428068,-81.791602841432
"9847 Bay Meadow, Estero, FL 34135","9847 Bay Meadow, Estero, FL 34135",26.401252352114,-81.791280023349
"20341 Chapel Trace, Estero, FL 33928","20341 Chapel Trace, Estero, FL 33928",26.4232584,-81.8321378
"335 Nassau Ct, Marco Island, FL 34145","335 Nassau Ct, Marco Island, FL 34145",25.9454378,-81.7074355
"316 Morgan Rd, Naples, FL 34114","316 Morgan Rd, Naples, FL 34114",26.099460840443,-81.666709905896
"13884 Luna Dr, Naples, FL 34109","13884 Luna Dr, Naples, FL 34109",26.228752528929,-81.756993818409
"23 Palmview Blvd, Fort Myers Beach, FL 33931","23 Palmview Blvd, Fort Myers Beach, FL 33931",26.4220223,-81.8983968
"514 N Barfield Dr, Marco Island, FL 34145","514 North Barfield Dr, Marco Island, FL 34145",25.950784,-81.710291
"4142 Bay Beach Ln # 706, Fort Myers Beach, FL 33931","4142 Bay Beach Ln # 706, Fort Myers Beach, FL 33931",26.408596495898,-81.887198472243
"1301 3rd Ave S # 7303, Naples, FL 34102","1301 3rd Ave South # 7303, Naples, FL 34102",26.144246292907,-81.794024623049
"1301 3rd Ave S # 7401, Naples, FL 34102","1301 3rd Ave South # 7401, Naples, FL 34102",26.144246292907,-81.794024623049
"559 Eagle Creek Dr, Naples, FL 34113","559 Eagle Creek Dr, Naples, FL 34113",26.055597491011,-81.707761473141
"1125 Central Ave # 269, Naples, FL 34102","1125 Central Ave # 269, Naples, FL 34102",26.147740828985,-81.792733025448
"775 3rd St Nw, Naples, FL 34120","775 3rd St Nw, Naples, FL 34120",26.243716456736,-81.613088732994
"5232 Old Gallows Way, Naples, FL 34105","5232 Old Gallows Way, Naples, FL 34105",26.208192822588,-81.761366729363
"8310 Tuliptree Pl, Naples, FL 34113","8310 Tuliptree Pl, Naples, FL 34113",26.077118345053,-81.699550080899
"435 Dockside Dr # B803, Naples, FL 34110","435 Dockside Dr # B803, Naples, FL 34110",26.292465123955,-81.819830066747
"14111 Arivaca Ct, Estero, FL 33928","14111 Arivaca Ct, Estero, FL 33928",,
"12347 Lavender Ave, Naples, FL 34120","12347 Lavender Ave, Naples, FL 34120",,
"1361 Golden Gate Blvd W, Naples, FL 34120","1361 Golden Gate Blvd West, Naples, FL 34120",26.229621710244,-81.634216881426
"2181 Vardin Pl, Naples, FL 34120","2181 Vardin Pl, Naples, FL 34120",26.288168302085,-81.57821484171
"15322 Turin Dr, Naples, FL 34114","15322 Turin Dr, Naples, FL 34114",,
"9640 Moonflower Ln, Naples, FL 34114","9640 Moonflower Ln, Naples, FL 34114",,
"40 Seagate Dr # 1002a, Naples, FL 34103","40 Seagate Dr # 1002a, Naples, FL 34103",26.208860415861,-81.816341258287
"9413 Napoli Ln, Naples, FL 34113","9413 Napoli Ln, Naples, FL 34113",26.087267395215,-81.739390221947
"3200 Barrett Ave, Naples, FL 34112","3200 Barrett Ave, Naples, FL 34112",26.119574,-81.7668961
"4837 Regal Dr, Bonita Springs, FL 34134","4837 Regal Dr, Bonita Springs, FL 34134",26.3327144,-81.828759
"764 Ashburton Dr, Naples, FL 34110","764 Ashburton Dr, Naples, FL 34110",26.316009552194,-81.809583756984
"12159 Colliers Reserve Dr, Naples, FL 34110","12159 Colliers Reserve Dr, Naples, FL 34110",26.278277493508,-81.790496883102
"1004 Barcarmil Way, Naples, FL 34110","1004 Barcarmil Way, Naples, FL 34110",26.277931447817,-81.795264921643
"9337 Campanile Cir, Naples, FL 34114","9337 Campanile Cir, Naples, FL 34114",26.039779337302,-81.682738688745
"13965 Collier Blvd, Naples, FL 34119","13965 Collier Blvd, Naples, FL 34119",26.1293382,-81.6870061
"4922 Andros Dr, Naples, FL 34113","4922 Andros Dr, Naples, FL 34113",26.105907324405,-81.756164559849
"8983 Star Tulip Ct, Naples, FL 34113","8983 Star Tulip Ct, Naples, FL 34113",26.074169434923,-81.699108318327
"6800 Bottlebrush Ln, Naples, FL 34109","6800 Bottlebrush Ln, Naples, FL 34109",26.217013205154,-81.745632676993
"1135 3rd Ave S # 216, Naples, FL 34102","1135 3rd Ave South # 216, Naples, FL 34102",26.144198657119,-81.794447822702
"1677 Northgate Dr, Naples, FL 34105","1677 Northgate Dr, Naples, FL 34105",26.210585004298,-81.787830249812
"7432 Treeline Dr, Naples, FL 34119","7432 Treeline Dr, Naples, FL 34119",26.278053741572,-81.714447304343
"9013 Terranova Dr, Naples, FL 34109","9013 Terranova Dr, Naples, FL 34109",26.246666754266,-81.775419604319
"3910 Glacier Ct, Naples, FL 34119","3910 Glacier Ct, Naples, FL 34119",26.299581127514,-81.718788665053
"1893 Snook Dr, Naples, FL 34102","1893 Snook Dr, Naples, FL 34102",26.1261677,-81.7836787
"3535 3rd Ave Sw, Naples, FL 34117","3535 3rd Ave Sw, Naples, FL 34117",26.223533719929,-81.677911186614
"4000 Treadwater Ct, Naples, FL 34109","4000 Treadwater Ct, Naples, FL 34109",26.253156853329,-81.742681870177
"348 Edgemere Way N # 31, Naples, FL 34105","348 Edgemere Way North # 31, Naples, FL 34105",26.191876162562,-81.748422923759
"27571 Riverbank Dr, Bonita Springs, FL 34134","27571 Riverbank Dr, Bonita Springs, FL 34134",26.3390728,-81.8170768
"27749 Hickory Blvd, Bonita Springs, FL 34134","27749 Hickory Blvd, Bonita Springs, FL 34134",26.3349895,-81.8467174
"27312 Johnson St, Bonita Springs, FL 34135","27312 Johnson St, Bonita Springs, FL 34135",26.3393425,-81.7934281
"908 Panama Ct # 303, Marco Island, FL 34145","908 Panama Ct # 303, Marco Island, FL 34145",25.913503256701,-81.720626827313
"10365 Via Balestri Dr, Miromar Lakes, FL 33913","10365 Via Balestri Dr, Miromar Lakes, FL 33913",26.4820142,-81.7835087
"14225 Laguna Springs Ln, Naples, FL 34114","14225 Laguna Springs Ln, Naples, FL 34114",,
"6420 Pembroke Way, Naples, FL 34113","6420 Pembroke Way, Naples, FL 34113",26.098095992594,-81.755642851746
"333 Madison Ct, Fort Myers Beach, FL 33931","333 Madison Ct, Fort Myers Beach, FL 33931",26.4462178,-81.9311511
"1301 3rd Ave S # 7406, Naples, FL 34102","1301 3rd Ave South # 7406, Naples, FL 34102",26.144246292907,-81.794024623049
"1309 Chesapeake Ave, Naples, FL 34102","1309 Chesapeake Ave, Naples, FL 34102",26.1323231,-81.78773
"5410 Mahogany Ridge Dr, Naples, FL 34119","5410 Mahogany Ridge Dr, Naples, FL 34119",26.224659805685,-81.714781492947
"3048 Mandalay Ct, Naples, FL 34105","3048 Mandalay Ct, Naples, FL 34105",26.192645259119,-81.772326263225
"321 Wild Orchid Ln, Marco Island, FL 34145","321 Wild Orchid Ln, Marco Island, FL 34145",25.9624755,-81.7438872
"4950 Palmetto Woods Dr, Naples, FL 34119","4950 Palmetto Woods Dr, Naples, FL 34119",26.221125360091,-81.70697981758
"1301 3rd Ave S # 7402, Naples, FL 34102","1301 3rd Ave South # 7402, Naples, FL 34102",26.144246292907,-81.794024623049
"1320 3rd Ave S # 6201, Naples, FL 34102","1320 3rd Ave South # 6201, Naples, FL 34102",,
"8953 Bahama Swallow Way, Naples, FL 34120","8953 Bahama Swallow Way, Naples, FL 34120",26.251963295609,-81.66025384136
"5191 Mahogany Ridge Dr, Naples, FL 34119","5191 Mahogany Ridge Dr, Naples, FL 34119",26.224819405764,-81.711030918493
"8114 Costa Brava Ct, Naples, FL 34109","8114 Costa Brava Ct, Naples, FL 34109",26.241382211872,-81.780201595172
"23069 Shady Knoll Dr, Estero, FL 34135","23069 Shady Knoll Dr, Estero, FL 34135",26.404485053497,-81.793403675379
"6620 Estero Blvd # 1105, Fort Myers Beach, FL 33931","6620 Estero Blvd # 1105, Fort Myers Beach, FL 33931",26.419821952533,-81.902734762288
"14372 Neptune Ave, Naples, FL 34114","14372 Neptune Ave, Naples, FL 34114",,
"4472 Pine Ridge Rd, Naples, FL 34116","4472 Pine Ridge Rd, Naples, FL 34116",26.212182437871,-81.696218824336
"16136 Verilyn Cir, Naples, FL 34110","16136 Verilyn Cir, Naples, FL 34110",,
"657 Soliel Dr, Naples, FL 34110","657 Soliel Dr, Naples, FL 34110",26.273086519084,-81.811044037806
"379 Cypress Way W, Naples, FL 34110","379 Cypress Way West, Naples, FL 34110",26.284645627684,-81.782693496346
"5090 Andros Dr, Naples, FL 34113","5090 Andros Dr, Naples, FL 34113",26.103369608404,-81.750861279523
"295 Grande Way # 702, Naples, FL 34110","295 Grande Way # 702, Naples, FL 34110",26.2766279457,-81.819924969553
"8789 Hideaway Harbor Ct, Naples, FL 34120","8789 Hideaway Harbor Ct, Naples, FL 34120",26.275894325678,-81.674225352109
"12049 Azalea Way, Naples, FL 34120","12049 Azalea Way, Naples, FL 34120",,
"12005 Azalea Way, Naples, FL 34120","12005 Azalea Way, Naples, FL 34120",,
"8357 Lagoon Rd, Fort Myers Beach, FL 33931","8357 Lagoon Rd, Fort Myers Beach, FL 33931",26.4062469,-81.8885275
"3461 Lakeview Dr, Naples, FL 34112","3461 Lakeview Dr, Naples, FL 34112",26.121066,-81.7708516
"9604 Everglades Dr, Naples, FL 34120","9604 Everglades Dr, Naples, FL 34120",,
"14832 Dockside Ln, Naples, FL 34114","14832 Dockside Ln, Naples, FL 34114",26.0564501726,-81.661883386886
"1030 3rd Ave S # 319, Naples, FL 34102","1030 3rd Ave South # 319, Naples, FL 34102",26.150819278757,-81.794285988098
"1774 Ivy Pointe Ct, Naples, FL 34109","1774 Ivy Pointe Ct, Naples, FL 34109",26.253971032582,-81.784104244753
"295 Grande Way # 506, Naples, FL 34110","295 Grande Way # 506, Naples, FL 34110",26.2766279457,-81.819924969553
"25032 Ridge Oak Dr, Bonita Springs, FL 34134","25032 Ridge Oak Dr, Bonita Springs, FL 34134",26.3729581,-81.8169993
"3911 Lakemont Dr, Bonita Springs, FL 34134","3911 Lakemont Dr, Bonita Springs, FL 34134",26.3794476,-81.8182031
"5161 Williams Dr, Fort Myers Beach, FL 33931","5161 Williams Dr, Fort Myers Beach, FL 33931",26.4342373,-81.9154933
"4411 Pine Ridge Rd, Naples, FL 34119","4411 Pine Ridge Rd, Naples, FL 34119",26.21229361282,-81.69648712521
"10340 Vanderbilt Dr, Naples, FL 34108","10340 Vanderbilt Dr, Naples, FL 34108",26.265595546369,-81.817441392422
"5920 Bur Oaks Ln, Naples, FL 34119","5920 Bur Oaks Ln, Naples, FL 34119",26.249956058323,-81.725098869349
"3771 Bayshore Drive, Naples, FL 34112","3771 Bayshore Drive, Naples, FL 34112",26.1169287,-81.7703306
"3775 Bayshore Drive, Naples, FL 34112","3775 Bayshore Drive, Naples, FL 34112",26.116928,-81.7703306
"10370 Via Balestri Dr, Miromar Lakes, FL 33913","10370 Via Balestri Dr, Miromar Lakes, FL 33913",26.481897,-81.7837022
"9387 Slate Ct, Naples, FL 34120","9387 Slate Ct, Naples, FL 34120",26.289497452459,-81.682604889819
"15491 Rio Ponace Ct, Naples, FL 34114","15491 Rio Ponace Ct, Naples, FL 34114",,
"6628 Glen Arbor Way, Naples, FL 34119","6628 Glen Arbor Way, Naples, FL 34119",26.222111008368,-81.720924145945
"1111 Central Ave # 211, Naples, FL 34102","1111 Central Ave # 211, Naples, FL 34102",26.147730442558,-81.7928888219
"8853 Savona Ct, Naples, FL 34119","8853 Savona Ct, Naples, FL 34119",26.285084027842,-81.697172622509
"8500 Mallards Pt, Naples, FL 34114","8500 Mallards Pt, Naples, FL 34114",26.017386435094,-81.688947268193
"7721 Classics Dr, Naples, FL 34113","7721 Classics Dr, Naples, FL 34113",26.098430284131,-81.694236610451
"1925 Metropolitan Blvd # 702, Naples, FL 34112","1925 Metropolitan Blvd # 702, Naples, FL 34112",,
"662 105th Ave N, Naples, FL 34108","662 105th Ave North, Naples, FL 34108",26.2668554,-81.8109351
"664 100th Ave N, Naples, FL 34108","664 100th Ave North, Naples, FL 34108",26.2623838,-81.8107214
"144 Wilderness Cay, Naples, FL 34114","144 Wilderness Cay, Naples, FL 34114",25.950140717625,-81.507384168545
"325 Dunes Blvd # 1106, Naples, FL 34110","325 Dunes Blvd # 1106, Naples, FL 34110",26.274335173365,-81.820910355095
"3844 Clipper Cove Dr, Naples, FL 34112","3844 Clipper Cove Dr, Naples, FL 34112",26.1161452,-81.7802487
"4821 Tarpon Ave, Bonita Springs, FL 34134","4821 Tarpon Ave, Bonita Springs, FL 34134",26.3351004,-81.8286903
"24381 Woodsage Dr, Bonita Springs, FL 34134","24381 Woodsage Dr, Bonita Springs, FL 34134",26.3874835,-81.8154428
"27113 Serrano Way W, Bonita Springs, FL 34135","27113 Serrano Way West, Bonita Springs, FL 34135",26.341883727881,-81.789249016094
"360 Gumbo Limbo Ln, Marco Island, FL 34145","360 Gumbo Limbo Ln, Marco Island, FL 34145",25.9615947,-81.7433762
"815 Hideaway Cir W, Marco Island, FL 34145","815 Hideaway Cir West, Marco Island, FL 34145",25.9583724,-81.7463181
"828 Giralda Ct, Marco Island, FL 34145","828 Giralda Ct, Marco Island, FL 34145",25.9626525,-81.7302089
